borough,Tax block,Tax lot,community board,council district,postcode,policeprct,address,state,bldgclass,landuse,ownertype,ownername,lotarea,unitstotal,lotfront,lotdepth,lottype,assessland,yearbuilt,histdist,landmark,borocode,x,y,latitude,longitude,zonemap,notes,city
BX,4955,31,212.0,12.0,10466.0,47.0,3950 BAYCHESTER AVENUE,NY,V0,11,,BAYCHESTER AVENUE TRUST,3750,0,50.0,75.0,3,11160,0,,,2,1027865.0,263600.0,40.8900872,-73.8422547,2b,,New York
BX,4979,43,212.0,12.0,10466.0,47.0,1904 EDENWALD AVENUE,NY,V0,11,,HENRY A SKINNER & EDNA R SKINNER IRREV T RUST,2500,0,25.0,100.0,5,8340,0,,,2,1026830.0,264351.0,40.8921535,-73.8459933,2b,,New York
BX,4979,70,212.0,12.0,10466.0,47.0,4053 GRACE AVENUE,NY,V0,11,,REYNOLDS  SHIRLEY L,2375,0,25.0,95.0,5,7380,0,,,2,1027059.0,263960.0,40.8910792,-73.8451675,2b,,New York
BX,4955,28,212.0,12.0,10466.0,47.0,3944 BAYCHESTER AVENUE,NY,V0,11,,"MARION SCHAINBERG, TRUSTEE THE BAYCHESTER AVE TRUST",1875,0,25.0,75.0,5,5820,0,,,2,1027890.0,263516.0,40.8898565,-73.8421649,2b,,New York
BX,4955,30,212.0,12.0,10466.0,47.0,3948 BAYCHESTER AVENUE,NY,V0,11,,BAYCHESTER AVENUE TRUST,1875,0,25.0,75.0,5,5820,0,,,2,1027877.0,263562.0,40.8899828,-73.8422116,2b,,New York
BX,4955,29,212.0,12.0,10466.0,47.0,3946 BAYCHESTER AVENUE,NY,V0,11,,BAYCHESTER AVENUE TRUST,1875,0,25.0,75.0,5,5820,0,,,2,1027883.0,263538.0,40.8899169,-73.84219,2b,,New York
BX,4986,57,212.0,12.0,10466.0,47.0,4061 MONTICELLO AVENUE,NY,V0,11,,"HEMMINGS, CAROLYN",2375,0,25.0,95.0,5,7380,0,,,2,1028715.0,264600.0,40.8928276,-73.8391738,2b,,New York
BX,4984,72,212.0,12.0,10466.0,47.0,4045 MURDOCK AVENUE,NY,V0,11,,"KENNEDY, RYAN",2500,0,25.0,100.0,5,8340,0,,,2,1028276.0,264289.0,40.8919762,-73.8407637,2b,,New York
BX,4985,36,212.0,12.0,10466.0,47.0,4074 MURDOCK AVENUE,NY,V0,11,,"CAMPBELL, JOUBERT",2500,0,25.0,100.0,5,8340,0,,,2,1028331.0,264669.0,40.8930189,-73.8405623,2b,,New York
BX,4988,1,212.0,12.0,10466.0,47.0,4010 SETON AVENUE,NY,V0,11,,CATHERINE J BRYANT,2500,0,25.0,100.0,5,8700,0,,,2,1029257.0,264211.0,40.8917572,-73.8372161,2b,,New York
BX,4987,73,212.0,12.0,10466.0,47.0,4013 SETON AVENUE,NY,V0,11,,MARTINELLI RICHARD,2500,0,25.0,100.0,5,8700,0,,,2,1029096.0,264192.0,40.8917059,-73.8377985,2b,,New York
BX,4984,26,212.0,12.0,10466.0,47.0,4056 WILDER AVENUE,NY,V0,11,,HENS & ANNE EUSTACHE,2375,0,25.0,95.0,5,7380,0,,,2,1028141.0,264405.0,40.8922953,-73.8412512,2b,,New York
BX,4985,40,212.0,12.0,10466.0,47.0,2074 EDENWALD AVENUE,NY,V0,11,,"AMEN HOMES, LLC",2500,0,25.0,100.0,3,7200,0,,,2,1028264.0,264768.0,40.893291,-73.840804,2a,,New York
BX,4975,27,212.0,11.0,10466.0,47.0,4025 GUNTHER AVENUE,NY,V1,11,,GUNTHER NORTHEAST BRONX DEVELOPMENT CORP ORATION,2500,0,25.0,100.0,5,53550,0,,,2,1025976.0,264035.0,40.8912903,-73.8490841,2b,,New York
BX,4977,29,212.0,12.0,10466.0,47.0,1804 EDENWALD AVENUE,NY,V0,11,,"PAUL, RONNIE",5000,0,50.0,100.0,5,21420,0,,,2,1026376.0,264215.0,40.8917824,-73.8476362,2b,,New York
BX,4976,5,212.0,12.0,10466.0,47.0,4010 GUNTHER AVENUE,NY,V0,11,,"MULLINGS, DONALD",2500,0,25.0,100.0,5,8700,0,,,2,1026158.0,263983.0,40.8911467,-73.8484261,2b,,New York
BX,4984,11,212.0,12.0,10466.0,47.0,4032A WILDER AVENUE,NY,V0,11,,HECTOR M GARCIA,2375,0,25.0,95.0,5,7380,0,,,2,1028225.0,264119.0,40.8915099,-73.8409493,2b,,New York
BX,4977,38,212.0,12.0,10466.0,47.0,4065 BRUNER AVENUE,NY,V0,11,,"TAMES, PETER",2500,0,25.0,100.0,5,8340,0,,,2,1026466.0,264177.0,40.8916777,-73.8473109,2b,,New York
BX,4984,88,212.0,12.0,10466.0,47.0,4015 MURDOCK AVENUE,NY,V0,11,,FAKULUJO AMOS,2500,0,25.0,100.0,5,8340,0,,,2,1028361.0,264001.0,40.8911853,-73.8404582,2b,,New York
BX,4984,65,212.0,12.0,10466.0,47.0,4055 MURDOCK AVENUE,NY,V0,11,,"ARTACHE, CARMEN",5000,0,50.0,100.0,5,21420,0,,,2,1028245.0,264397.0,40.8922728,-73.8408751,2b,,New York
BX,4988,8,212.0,12.0,10466.0,47.0,4024 SETON AVENUE,NY,V0,11,,JEAN-LOUIS NICOLE,2500,0,25.0,100.0,5,8700,0,,,2,1029221.0,264332.0,40.8920895,-73.8373455,2b,,New York
BX,5232,1,212.0,12.0,10475.0,47.0,2074 TILLOTSON AVENUE,NY,V0,11,,NEW DHAKA LLC,2108,0,31.47,136.59,3,6180,0,,,2,1030025.0,259841.0,40.879759,-73.8344682,2b,,New York
BX,3932,18,209.0,18.0,10462.0,43.0,2047 WESTCHESTER AVENUE,NY,V5,11,X,RC CH OF ST HELENA,4085,0,40.74,100.3,5,99900,0,,,2,1024087.0,243163.0,40.8340117,-73.8560403,4b,,New York
BX,3932,1,209.0,18.0,10462.0,43.0,2061 WESTCHESTER AVENUE,NY,V5,11,X,R C CHURCH ST HELENA,9150,0,198.52,50.03,3,265050,0,,,2,1024316.0,243173.0,40.8340382,-73.8552127,4b,,New York
BX,3334,38,207.0,11.0,10467.0,52.0,3065 PERRY AVENUE,NY,V0,11,,3065-3067 PERRY REALTY LLC,7500,0,75.0,100.0,0,25500,0,,,2,1017577.0,257319.0,40.8728927,-73.8794952,1d,,New York
BX,3331,30,207.0,11.0,10467.0,52.0,3080 DECATUR AVENUE,NY,V0,11,,ANTHONY OMORUAN,3000,0,25.0,120.0,5,9900,0,,,2,1017877.0,256639.0,40.8710251,-73.8784139,3c,,New York
BX,3621,1,209.0,18.0,10473.0,43.0,1400 STORY AVENUE,NY,V1,11,,49-47 31ST STREET LLC,261700,0,501.0,501.08,3,4617000,0,,,2,1017002.0,237946.0,40.8197217,-73.8816689,6c,,New York
BX,5283,43,212.0,12.0,10475.0,47.0,3536 PEARTREE AVENUE,NY,V1,11,,3536 PEARTREE INDUSTRIAL LLC,38855,0,288.42,200.0,4,665550,0,,,2,1032522.0,262171.0,40.8861408,-73.8254218,2b,,New York
BX,2902,30,203.0,16.0,10456.0,42.0,3728 PARK AVENUE,NY,V1,11,,NYC HOUSING AUTHORITY,26261,0,167.86,170.29,3,240108,0,,,2,1010593.0,244113.0,40.8366698,-73.9048001,3d,,New York
BX,3943,207,209.0,18.0,10462.0,43.0,2020 EAST TREMONT AVENUE,NY,V1,11,,PARKCHESTER MANAGEMENT CORP,6483,0,157.89,41.06,5,578700,0,,,2,1023144.0,245918.0,40.8415776,-73.8594321,4b,,New York
BX,5285,3,212.0,12.0,10475.0,47.0,2370 HOLLERS AVENUE,NY,V1,11,X,GABRIELLI HOLLERS AVE REALTY LLC,139589,0,973.63,226.66,3,2542950,0,,,2,1033576.0,262040.0,40.8857754,-73.8216109,2d,,New York
BX,2698,70,202.0,17.0,10459.0,41.0,931 ROGERS PLACE,NY,V0,11,,"PROMESA FOUNDATION, INC.",17717,0,224.0,80.0,5,103140,0,,,2,1012381.0,238829.0,40.8221612,-73.8983606,6c,,New York
BX,5944,114,208.0,11.0,10471.0,50.0,561 WEST 249 STREET,NY,V0,11,,MARK D ALTMAN,8534,0,146.5,105.0,5,39060,0,,,2,1009421.0,266167.0,40.8972047,-73.9089527,1c,,New York
BX,5913,885,208.0,11.0,10471.0,50.0,4640 INDEPENDENCE AVENUE,NY,V0,11,,GRAJOWER MARTIN,5826,0,73.0,88.25,5,26940,0,,,2,1008750.0,264713.0,40.8932158,-73.9113851,1d,,New York
BX,3064,20,206.0,15.0,10457.0,48.0,4428 3 AVENUE,NY,V1,11,X,"ST. BARNABAS NURSING HOME, INC.",30642,0,148.88,232.0,0,1260900,0,,,2,1014323.0,249898.0,40.852536,-73.8912944,3c,,New York
BX,5263,162,212.0,12.0,10475.0,47.0,32 REEDS MILL LANE,NY,V0,11,,JERUSHA H INSELL,1725,0,23.0,75.0,6,5976,0,,,2,1030766.0,260451.0,40.8814294,-73.8317844,2b,,New York
BX,5328,22,210.0,13.0,10465.0,45.0,1117 STADIUM AVENUE,NY,V0,11,,"MURPHY, SILVIA",1232,0,74.33,38.58,5,3120,0,,,2,1034659.0,244010.0,40.8362825,-73.8178298,4d,,New York
BX,5745,91,208.0,11.0,10463.0,50.0,2729 WEST 259 STREET,NY,V0,11,,HIGHPOINT-ON-THE HUDSON,28413,0,188.42,239.13,5,148920,0,,,2,1005986.0,261256.0,40.8837347,-73.9213935,1b,,New York
BX,5316,5,210.0,13.0,10465.0,45.0,3147 FAIRFAX AVENUE,NY,V0,11,C,NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,49,0,7.42,6.67,8,177,0,,,2,1033287.0,243456.0,40.8347696,-73.8227921,4d,,New York
BX,3733,51,209.0,18.0,10472.0,43.0,1061 VIRGINIA AVENUE,NY,V0,11,,"ADALSHA, NASEEM",2559,0,25.25,101.33,5,12120,0,,,2,1023097.0,240934.0,40.8278982,-73.8596308,4b,,New York
BX,3053,43,206.0,15.0,10458.0,48.0,4597 3 AVENUE,NY,V1,11,,CITY OF NEW YORK,121,0,21.59,13.01,3,900,0,,,2,1014411.0,251128.0,40.8559117,-73.8909708,3c,,New York
BX,2573,35,201.0,8.0,10454.0,40.0,327 CONCORD AVENUE,NY,V1,11,,ROY ALLEN,1600,0,20.0,80.0,5,55350,0,,,2,1008922.0,233319.0,40.8070481,-73.9108785,6c,,New York
BX,2572,76,201.0,8.0,10454.0,40.0,370 POWERS AVENUE,NY,V0,11,,"SBC NEHEMIAH HOMEOWNERS ASSOCIATION II,  INC.",8398,0,42.0,199.23,4,20880,0,,,2,1008794.0,233866.0,40.8085499,-73.9113389,6c,,New York
BX,3034,23,206.0,15.0,10457.0,48.0,448 EAST 178 STREET,NY,V1,11,,"441 AMANDA LOTS, LLC",2598,0,24.25,108.0,5,39150,0,,,2,1012400.0,248379.0,40.8483731,-73.8982519,3d,,New York
BX,2296,9,201.0,8.0,10454.0,40.0,344 EAST 134 STREET,NY,V1,11,,"RYAN LEE PROPERTIES,",2500,0,25.0,100.0,5,67050,0,,,2,1004588.0,233320.0,40.8070619,-73.926534,6a,,New York
BX,2296,8,201.0,8.0,10454.0,40.0,342 EAST 134 STREET,NY,V1,11,,YAHOO OUTDOOR INC.,2100,0,21.0,100.0,5,53100,0,,,2,1004569.0,233330.0,40.8070894,-73.9266026,6a,,New York
BX,2394,23,203.0,16.0,10456.0,42.0,412 EAST 168 STREET,NY,V1,11,X,"MAGENTA REATLY, LLC",1777,0,25.0,71.06,5,24300,0,,,2,1009404.0,242372.0,40.8318947,-73.9091035,3d,,New York
BX,2952,32,206.0,15.0,10460.0,48.0,768 EAST 175 STREET,NY,V0,11,,PPG 175 STREET LLC,3504,0,25.0,140.17,5,16200,0,,,2,1014294.0,245800.0,40.8412883,-73.8914176,3d,,New York
BX,2958,77,206.0,15.0,10460.0,48.0,1828 WATERLOO PLACE,NY,V0,11,,BAEZ CARLOS,1625,0,25.0,65.0,5,7740,0,,,2,1015408.0,245456.0,40.8403402,-73.8873931,3d,,New York
BX,2958,54,206.0,15.0,10460.0,48.0,1827 WATERLOO PLACE,NY,V0,11,,1827 WATERLOO LLC,4620,0,66.0,70.0,5,20220,0,,,2,1015306.0,245510.0,40.8404888,-73.8877615,3d,,New York
BX,2657,20,201.0,17.0,10456.0,40.0,861 TINTON AVENUE,NY,V1,11,,861 TINTON AVENUE LLC,2430,0,25.0,97.18,5,61200,0,,,2,1010771.0,238344.0,40.820835,-73.9041796,6c,,New York
BX,2977,148,203.0,17.0,10460.0,42.0,906 EAST 173 STREET,NY,V0,11,,MINFORD REAL ESTATE LLC,3300,0,33.0,100.0,3,14340,0,,,2,1014834.0,243809.0,40.8358217,-73.8894751,3d,,New York
BX,3051,5,206.0,15.0,10457.0,48.0,2244 BATHGATE AVENUE,NY,V0,11,X,ST BARNABAS HOSPITAL,4059,0,42.67,95.6,5,16320,0,,,2,1013979.0,250230.0,40.8534484,-73.8925364,3c,,New York
BX,3039,105,206.0,15.0,10458.0,48.0,457 EAST 185 STREET,NY,V0,11,,D. ROHPARVAR DEVELOPMENT CORP.,1666,0,16.66,100.0,5,7260,0,,,2,1013908.0,251491.0,40.8569097,-73.8927875,3c,,New York
BX,3050,69,206.0,15.0,10457.0,48.0,502 EAST 183 STREET,NY,V1,11,,2273 BASSFORD AVE LLC,4027,0,73.33,75.62,0,93150,0,,,2,1013971.0,250653.0,40.8546094,-73.8925635,3c,,New York
BX,3050,30,206.0,15.0,10457.0,48.0,2259 BASSFORD AVENUE,NY,V0,11,,JESUS IS LORD GLOBAL MINISTRY CHURCH (US A),986,0,24.66,40.33,5,3138,0,,,2,1013859.0,250679.0,40.8546812,-73.8929682,3c,,New York
BX,3052,14,206.0,15.0,10458.0,48.0,4545 3 AVENUE,NY,V1,11,X,ST. BARNABAS HOSPITAL,3074,0,25.0,122.97,5,167850,0,,,2,1014448.0,250670.0,40.8546545,-73.8908391,3c,,New York
BX,3038,87,206.0,15.0,10458.0,48.0,452 EAST 183 STREET,NY,V1,11,,183RD STREET REALTY CORP,2500,0,25.0,100.0,5,37350,0,,,2,1013539.0,250944.0,40.8554096,-73.8941238,3c,,New York
BX,3044,82,206.0,15.0,10457.0,48.0,4277 3 AVENUE,NY,V1,11,,4277 REALTY INC.,12480,0,126.83,100.0,5,430200,0,,,2,1013133.0,248424.0,40.8484943,-73.8956023,3d,,New York
BX,2923,50,206.0,15.0,10457.0,48.0,507 EAST 175 STREET,NY,V1,11,,"CROSS BX RESIDENCE,INC",368,0,8.07,53.43,8,1539,0,,,2,1012506.0,246935.0,40.8444094,-73.8978749,3d,,New York
BX,3036,34,206.0,15.0,10457.0,48.0,2089 WASHINGTON AVENUE,NY,V0,11,,VISTA PURCHASE HOLDINGS LLC,2006,0,21.25,94.42,5,8700,0,,,2,1013039.0,249474.0,40.8513765,-73.8959375,3c,,New York
BX,3034,51,206.0,15.0,10457.0,48.0,459 EAST TREMONT AVENUE,NY,V1,11,,MERRICK CAPITOL CORPORATION,2124,0,20.58,103.17,5,131850,0,,,2,1012348.0,248005.0,40.8473468,-73.8984414,3d,,New York
BX,3271,150,208.0,11.0,10463.0,50.0,171 WEST 239TH STREET,NY,V0,11,,160 VAN CORTLANDT PARK SOUTH HOUSING DEV ELOPMENT,56048,0,260.66,240.0,3,81600,0,,,2,1012374.0,262019.0,40.8858108,-73.8982886,1d,,New York
BX,5775,222,208.0,11.0,10463.0,50.0,3815 TIBBETT AVENUE,NY,V1,11,,MANHATTAN COLLEGE,4500,0,50.0,90.0,5,62550,0,,,2,1011304.0,262337.0,40.886687,-73.902157,1d,,New York
BX,5775,204,208.0,11.0,10463.0,50.0,3820 IRWIN AVENUE,NY,V1,11,X,MANHATTAN COLLEGE,4500,0,50.0,90.0,5,62550,0,,,2,1011219.0,262378.0,40.8867998,-73.9024643,1d,,New York
BX,5776,609,208.0,11.0,10471.0,50.0,4572 MANHATTAN COLLEGE PY,NY,V1,11,,ROYA 329 LLC,6625,0,53.0,125.0,5,197100,0,,,2,1011906.0,263257.0,40.8892102,-73.8999761,1d,,New York
BX,5759,614,208.0,11.0,10463.0,50.0,3465 IRWIN AVENUE,NY,V0,11,,AAM DEVELOPMENT LLC,3997,0,28.75,139.58,0,27360,0,,,2,1010477.0,261818.0,40.885265,-73.90515,1d,,New York
BX,2898,55,203.0,15.0,10457.0,42.0,415 EAST 173 STREET,NY,V1,11,,THIRD BATH REALTY LLC,1487,0,16.66,89.64,5,21825,0,,,2,1011128.0,246424.0,40.8430112,-73.9028574,3d,,New York
BX,3321,45,207.0,14.0,10468.0,52.0,3101 VILLA AVENUE,NY,V0,11,,VILLA GARDENS OF THE BRONX LLC,697,0,17.17,40.58,5,5160,0,,,2,1015243.0,257932.0,40.8745837,-73.8879317,1d,,New York
BX,3321,47,207.0,14.0,10468.0,52.0,3097 VILLA AVENUE,NY,V0,11,,VILLA GARDENS OF THE BRONX LLC,2060,0,19.0,108.42,5,14460,0,,,2,1015200.0,257911.0,40.8745262,-73.8880873,1d,,New York
BX,3321,49,207.0,14.0,10468.0,52.0,3093 VILLA AVENUE,NY,V0,11,,VILLA GARDENS OF THE BRONX LLC,3415,0,25.0,136.58,5,13740,0,,,2,1015159.0,257882.0,40.8744467,-73.8882357,1d,,New York
BX,3321,46,207.0,14.0,10468.0,52.0,3099 VILLA AVENUE,NY,V0,11,,VILLA GARDENS OF THE BRONX LLC,731,0,18.0,40.58,5,5580,0,,,2,1015222.0,257923.0,40.874559,-73.8880077,1d,,New York
BX,3321,48,207.0,14.0,10468.0,52.0,3095 VILLA AVENUE,NY,V0,11,,VILLA GARDENS OF THE BRONX LLC,2060,0,19.0,108.42,5,14460,0,,,2,1015180.0,257898.0,40.8744906,-73.8881597,1d,,New York
BX,3306,45,207.0,14.0,10458.0,52.0,221 BEDFORD PARK BLVD,NY,V0,11,,BEDFORD PARK TOWERS LLC,6938,0,75.0,92.42,3,36420,0,,,2,1015557.0,256870.0,40.8716677,-73.8868013,1d,,New York
BX,2389,33,203.0,16.0,10456.0,42.0,1207 WASHINGTON AVENUE,NY,V0,11,X,EVANGELICAL CHUR/GODINC,3407,0,24.33,140.0,5,16080,0,,,2,1009877.0,242095.0,40.8311331,-73.9073953,3d,,New York
BX,2389,47,203.0,16.0,10456.0,42.0,1169 WASHINGTON AVENUE,NY,V0,11,X,NEIGHBORHOOD RESTORE HOUSING DEVELOPMENT  FUND CORP,5828,0,45.2,140.25,5,34020,0,,,2,1009755.0,241793.0,40.8303045,-73.9078373,3d,,New York
BX,2389,13,203.0,16.0,10456.0,42.0,3488 PARK AVENUE,NY,V1,11,,PARK BROOK LLC,3825,0,25.0,152.96,5,54450,0,,,2,1009683.0,242020.0,40.8309278,-73.9080966,3d,,New York
BX,2389,14,203.0,16.0,10456.0,42.0,3492 PARK AVENUE,NY,V1,11,X,BETH-EL THE HOUSE OF,6110,0,40.0,152.75,5,99450,0,,,2,1009696.0,242050.0,40.8310101,-73.9080495,3d,,New York
BX,5075,10,212.0,11.0,10470.0,47.0,601 EAST 239 STREET,NY,V0,11,,WHITEDEV CORP.,4500,0,45.0,100.0,3,18480,0,,,2,1024024.0,267809.0,40.9016577,-73.8561217,2a,,New York
BX,4066,37,211.0,13.0,10461.0,49.0,1558 LURTING AVENUE,NY,V0,11,,"HYLAND, PATRICK J",2500,0,25.0,100.0,5,7200,0,,,2,1025636.0,247243.0,40.845203,-73.8504175,4b,,New York
BX,2566,62,201.0,8.0,10454.0,40.0,764 EAST 138 STREET,NY,V1,11,,"MERCURY STORAGE 1-C, LLC",3500,0,35.0,100.0,3,91350,0,,,2,1008705.0,232229.0,40.804057,-73.9116663,6d,,New York
BX,2462,20,204.0,16.0,10456.0,44.0,1063 CARROLL PLACE,NY,V0,11,,"GCNH MANAGEMENT ASSOCIATES, INC.",4339,0,51.21,84.73,5,35100,0,,,2,1006559.0,242168.0,40.8313424,-73.9193848,3b,,New York
BX,4165,17,210.0,13.0,10461.0,45.0,1630 EDISON AVENUE,NY,V0,11,,VINCENT CATONIA,2500,0,25.0,100.0,5,12540,0,,,2,1030590.0,246993.0,40.8444922,-73.8325139,4b,,New York
BX,5263,169,212.0,12.0,10475.0,47.0,2168 REEDS MILL LANE,NY,V0,11,,"UNIQUE LIFE VENTURES, LLC",5660,0,28.0,77.0,6,23520,0,,,2,1030853.0,260580.0,40.881783,-73.8314689,2b,,New York
BX,2351,35,201.0,8.0,10451.0,40.0,100 EAST 149 STREET,NY,V1,11,,RGDC 149 LLC,4105,0,46.87,101.07,3,195300,0,,,2,1003619.0,237637.0,40.8189131,-73.9300218,6a,,New York
BX,5260,32,212.0,12.0,10475.0,47.0,3400 BOLLER AVENUE,NY,V0,11,,"TIERNEY, DEAN T",5000,0,50.0,100.0,3,18060,0,,,2,1029959.0,260012.0,40.8802287,-73.8347057,2b,,New York
BX,3367,21,212.0,11.0,10470.0,47.0,78 EAST 237 STREET,NY,V0,11,,"MCNICHOLAS, MICHAEL  A",1455,0,30.0,48.51,5,3660,0,,,2,1019178.0,266523.0,40.8981486,-73.8736583,1c,,New York
BX,5745,36,208.0,11.0,10463.0,50.0,2729 PALISADE AVENUE,NY,V0,11,,HENRY KIBEL/ ANITA  LEVENSON,39200,0,364.0,106.75,5,205500,0,,,2,1006194.0,261226.0,40.8836518,-73.9206414,1b,,New York
BX,2892,32,205.0,15.0,10457.0,46.0,330 EAST 176 STREET,NY,V0,11,X,COMMUNITY ACCESS HOUSING DEVELOPMENT FUN D COMPANY,1927,0,21.8,108.12,5,7320,0,,,2,1011197.0,248040.0,40.8474464,-73.9026015,3d,,New York
BX,3952,7,209.0,18.0,10462.0,43.0,1894 EAST TREMONT AVENUE,NY,V1,11,,ZP REALTY LLC,9000,0,83.0,80.0,3,260550,0,,,2,1021965.0,245700.0,40.8409844,-73.8636944,4b,,New York
BX,3952,1,209.0,18.0,10462.0,43.0,1584 WHITE PLAINS ROAD,NY,V1,11,,ZP REALTY LLC,7095,0,125.42,56.42,5,216000,0,,,2,1021901.0,245564.0,40.8406114,-73.8639264,4b,,New York
BX,3144,66,205.0,15.0,10457.0,46.0,2094 VALENTINE AVENUE,NY,V0,11,,DOROTHY ARTHURTON,1659,0,18.9,89.66,5,5940,0,,,2,1012039.0,250013.0,40.8528591,-73.89955,3c,,New York
BX,2511,73,204.0,16.0,10452.0,44.0,953 WOODYCREST AVENUE,NY,V0,11,,WOODYCREST 2 LLC,2615,0,25.2,106.18,5,12180,0,,,2,1003862.0,242260.0,40.8316013,-73.9291304,3b,,New York
BX,3883,25,209.0,18.0,10460.0,43.0,1373 LELAND AVENUE,NY,V0,11,,ANGEL VIVES,2500,0,25.0,100.0,5,9120,0,,,2,1021786.0,243527.0,40.8350209,-73.8643534,4b,,New York
BX,2872,218,204.0,16.0,10452.0,44.0,81 WEST 172 STREET,NY,V0,11,,HIGHBRIDGE COMMUNITY HOUSING DEVELOPMENT  FUND CORP,3999,0,38.59,104.13,5,18480,0,,,2,1006559.0,246610.0,40.8435344,-73.9193701,3b,,New York
BX,3378,2,212.0,11.0,10470.0,47.0,4312A KEPLER AVENUE,NY,V0,11,,JAMES J. HANVEY,300,0,3.0,100.0,8,305,0,,,2,1020018.0,266756.0,40.8987847,-73.8706186,1c,,New York
BX,2850,38,205.0,14.0,10453.0,46.0,1764 TOWNSEND AVENUE,NY,V0,11,,MOUNT HOPE COMMUNITY,5000,0,50.0,100.0,5,50340,0,,,2,1008886.0,248091.0,40.8475931,-73.9109543,3d,,New York
BX,4799,39,212.0,12.0,10469.0,47.0,2800 ELY AVENUE,NY,V0,11,,2800 ELY AVENUE TRUST,64259,0,566.17,91.25,5,264780,0,,,2,1029903.0,255799.0,40.8686656,-73.8349369,4a,,New York
BX,2678,28,203.0,17.0,10459.0,42.0,812 EAST 165 STREET,NY,V0,11,,ISMET JASHARI,2273,0,28.54,80.0,5,7620,0,,,2,1011646.0,239552.0,40.8241479,-73.9010133,6c,,New York
BX,3884,16,209.0,18.0,10460.0,43.0,1374 LELAND AVENUE,NY,V0,11,,ISABELLA GARRITY,2500,0,25.0,100.0,5,8100,0,,,2,1021952.0,243573.0,40.8351464,-73.8637533,4b,,New York
BX,4881,141,212.0,12.0,10469.0,47.0,3373 GRACE AVENUE,NY,V0,11,,NATASHA HARLEY,1806,0,69.67,52.08,5,5400,0,,,2,1028810.0,259004.0,40.8774679,-73.8388675,2b,,New York
