borough,Tax block,Tax lot,community board,census tract 2010,cb2010,schooldist,council district,postcode,firecomp,policeprct,healtharea,sanitboro,sanitsub,address,zonedist1,zonedist2,zonedist3,zonedist4,overlay1,overlay2,spdist1,spdist2,spdist3,ltdheight,splitzone,bldgclass,landuse,easements,ownertype,ownername,lotarea,bldgarea,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,areasource,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,ext,proxcode,irrlotcode,lottype,bsmtcode,assessland,assesstot,exempttot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,commfar,facilfar,borocode,BBL,condono,tract2010,xcoord,ycoord,latitude,longitude,zonemap,zmcode,sanborn,taxmap,edesignum,appbbl,appdate,plutomapid,version,sanitdistrict,healthcenterdistrict,firm07_flag,pfirm15_flag,rpaddate,dcasdate,zoningdate,landmkdate,basempdate,masdate,polidate,edesigdate,geom,dcpedited,notes,bct2020,bctcb2020
QN,11743,23,410,838,2001,27,28,11420,E302,106,3611,4,2E,133-27 122 STREET,R3-2,,,,,,,,,,false,V0,11,0,,"SINGH, RAJINDER JIT",2000,0,,,,,,,,,7,0,,0,0,20,100,0,0,,0,false,5,5,6000,6000,0,0,0,0,,,0,0.75,0,1,4,4117430023,,838,1034870,183784,40.6709766,-73.8175207,18d,true,415 064,45103,,,,1,25v2.1,10,45,,,,,,,,,,,,,,4083800,40838002001
QN,11709,47,410,840,3001,27,28,11420,E308,106,3611,4,2E,117 STREET,R3A,,,,,,,,,,false,V0,11,0,,"HSIEH-SHAN, ANA",2000,0,,,,,,,,,7,0,,0,0,20,100,0,0,,0,false,5,5,10320,10320,0,0,0,0,,,0,0.75,0,1,4,4117090047,,840,1033759,185521,40.6757506,-73.821513,18c,,418 018,45103,,4117090047,01/07/2021,1,25v2.1,10,45,,,,,,,,,,,,,,4084000,40840003001
SI,4693,25,503,128.05,1011,31,50,10306,E165,122,920,5,1D,FAIRBANKS AVENUE,R3X,,,,,,,,,,false,V0,11,0,,ESTATE OF ARTHUR MIL,6000,0,,,,,,,,,7,0,,0,0,60,100,0,0,,0,false,3,5,18780,18780,0,0,0,0,,,0,0.75,0,1,5,5046930025,,12805,950733,141572,40.5551948,-74.1206155,34a,,504 431,52101,,,,1,25v2.1,3,51,1,1,,,,,,,,,,,,5012805,50128051008
QN,11716,5,410,840,2001,27,28,11420,E302,106,3611,4,2E,122-35 SUTTER AVENUE,R3-2,,,,,,,,,,false,V0,11,0,,"ZAIDI, SAMINA",2675,0,,,,,,,,,7,0,,0,0,20,133.75,0,0,,0,false,5,5,8160,8160,0,0,0,0,,,0,0.75,0,1,4,4117160005,,840,1035414,184784,40.6737183,-73.8155521,18c,,415 032,45103,,,,1,25v2.1,10,45,,,,,,,,,,,,,,4084000,40840002001
QN,11746,61,410,840,1003,27,28,11420,E302,106,3611,4,3C,125 STREET,R3-2,,,,,,,,,,false,V0,11,0,,GLORIA JENKINS,2000,0,,,,,,,,,7,1,,0,0,20,100,0,0,,0,false,5,5,6000,6000,0,0,0,0,,,0,0.75,0,1,4,4117460061,,840,1036063,185004,40.6743183,-73.8132107,18c,,415 032,45104,,,,1,25v2.1,10,45,,,,,,,,,,,,,,4084000,40840001003
QN,4014,2,407,945,1011,25,19,11356,E295,109,210,4,5C,135 STREET,R2A,,,,,,,,,,false,V0,11,0,,"MALBA COVE PROPERTIES,IN",897,0,,,,,,,,,7,1,,0,0,23,39,0,0,,0,true,5,5,4380,4380,0,0,0,0,,,0,0.75,0,1,4,4040140002,,945,1030178,226256,40.7875772,-73.8341449,7b,,405 045,42102,,,,1,25v2.1,7,43,,,,,,,,,,,,,,4094500,40945001016
QN,11761,8,410,840,5000,27,28,11420,E302,106,3611,4,3C,130-55 123RD STREET,R3-2,,,,,,,,,,false,V0,11,0,,DAM PROPERTIES HOLDING CORP.,3090,0,,,,,,,,,7,0,,0,0,51.5,60,0,0,,0,false,5,5,16686,16686,0,0,2024,0,,,0,0.75,0,1,4,4117610008,,840,1035455,184083,40.6717939,-73.8154096,18c,,415 064,45104,,4117610008,04/28/2025,1,25v2.1,10,45,,,,,,,,,,,,,,4084000,40840005000
SI,3840,6,502,112.01,1028,31,50,10305,L081,122,910,5,2E,QUINCY AVENUE,R3-1,,,,,,CR-3,,,,false,V0,11,0,,"RANDAZZO FAMILY TRUST DATED OCTOBER 29,  2020",4000,0,,,,,,,,,7,0,,0,0,40,100,0,0,,0,false,5,5,12000,12000,0,0,0,0,,,0,0.75,0,1,5,5038400006,,11201,961423,149652,40.5774068,-74.0821734,27d,,503 338,51702,,,,1,25v2.1,2,51,1,1,,,,,,,,,,,,5011201,50112011001
SI,4728,133,503,128.05,1011,31,50,10306,E165,122,920,5,1D,BROOK AVENUE,R3-1,,,,,,,,,,false,V0,11,0,,"KAZIU, AXHI",2781,0,,,,,,,,,7,0,,0,0,54,60,0,0,,0,true,5,5,240,240,0,0,0,0,,,0,0.75,0,1,5,5047280133,,12805,950242,141987,40.556332,-74.1223845,34a,,504 440,52101,,,,1,25v2.1,3,51,1,1,,,,,,,,,,,,5012805,50128051002
QN,5065,7,407,849,4006,25,20,11355,L129,109,1200,4,1E,42-15 HAIGHT STREET,M1-1,,,,,,,,,,false,V1,11,0,,4218 DEVELOPMENT LLC,2500,0,,,,,,,,,7,1,,0,0,25,100,0,0,,0,false,5,5,99000,99000,0,0,0,0,,,0,0,1,2.4,4,4050650007,,849,1030333,214058,40.7540962,-73.8336688,10b,,411 011,42503,,,,1,25v2.1,7,43,,,,,,,,,,,,,,4084901,40849012003
QN,11709,48,410,840,3001,27,28,11420,E308,106,3611,4,2E,117 STREET,R3A,,,,,,,,,,false,V0,11,0,,"HSIEH-SHAN, ANA",2000,0,,,,,,,,,7,0,,0,0,20,100,0,0,,0,false,5,5,9360,9360,0,0,0,0,,,0,0.75,0,1,4,4117090048,,840,1033752,185492,40.675671,-73.8215384,18c,,418 018,45103,,4117090048,01/07/2021,1,25v2.1,10,45,,,,,,,,,,,,,,4084000,40840003001
QN,4810,42,407,1047,2000,25,19,11354,L144,109,222,4,7E,150 STREET,R3-2,,,,,,,,,,false,V0,11,0,,"SHI, SAU WAN",1000,0,,,,,,,,,7,0,,0,0,10,100,0,0,,0,false,8,5,1638,1638,0,0,0,0,,,0,0.75,0,1,4,4048100042,,1047,1035412,221932,40.7756803,-73.8152769,10c,,423 034,42405,,,,1,25v2.1,7,43,,,,,,,,,,,,,,4104700,41047002000
QN,4949,84,407,869,2021,25,20,11354,L130,109,1200,4,3E,33-15 PRINCE STREET,M2-1,,,,,,,,,,false,V1,11,0,,MCN & S LLC,3372,0,,,,,,,,,7,0,,0,0,36.38,93.76,0,0,,0,true,5,5,226800,226800,0,0,0,0,,,0,0,2,0,4,4049490084,,869,1030473,218438,40.7661174,-73.8331334,10a,,405 002,42501,,,,1,25v2.1,7,43,,,,,,,,,,,,,,4086900,40869002015
QN,4946,48,407,869,2014,25,20,11354,L130,109,1200,4,3E,133-15 35 AVENUE,M1-1,M2-1,,,,,,,,,true,V1,11,0,,"D & S 35 AVE, LLC",3422,0,,,,,,,,,7,0,,0,0,29,118,0,0,,0,false,5,5,145350,145350,0,0,0,0,,,0,0,1,2.4,4,4049460048,,869,1030289,217757,40.7642492,-73.8338023,10a,,405 002,42501,,4049460048,08/15/2023,1,25v2.1,7,43,,,,,,,,,,,,,,4086900,40869002010
QN,4966,28,407,869,1007,25,20,11354,L130,109,1200,4,3E,134-05 NORTHERN BOULEVARD,M1-1,,,,,,,,,,false,V1,11,0,,"133 NORTHERN PROPERTY, LLC",3940,0,,,,,,,,,7,1,,0,0,31,107,0,0,,0,true,5,5,141300,141300,0,0,0,0,,,0,0,1,2.4,4,4049660028,,869,1030053,217075,40.7623785,-73.8346589,10a,,411 001,42501,,,,1,25v2.1,7,43,,,,,,,,,,,,,,4086900,40869001015
QN,4949,20,407,869,2021,25,20,11354,L130,109,1200,4,3E,33-32 FARRINGTON STREET,M2-1,,,,,,,,,,false,V1,11,0,,BAYSIDE 2021 REALTY LLC,3000,0,,,,,,,,,7,1,,0,0,25,120,0,0,,0,false,5,5,136800,136800,0,0,0,0,,,0,0,2,0,4,4049490020,,869,1030602,218314,40.7657764,-73.8326685,10a,,405 002,42501,,,,1,25v2.1,7,43,,,,,,,,,,,,,,4086900,40869002015
QN,4966,11,407,869,1007,25,20,11354,L130,109,1200,4,1E,35-21 COLLEGE POINT BLVD,M1-1,,,,,,,,,,false,V1,11,0,,133 NORTHERN PROPERTY LLC,16158,0,,,,,,,,,7,0,,0,0,93.1,124.82,0,0,,0,true,3,5,609750,609750,0,0,0,0,,,0,0,1,2.4,4,4049660011,,869,1029953,217078,40.7623872,-73.8350198,10a,,411 001,42501,,4049660011,03/07/2012,1,25v2.1,7,43,1,1,,,,,,,,,,,,4086900,40869001015
QN,4408,21,407,869,2003,25,20,11354,L144,109,1200,4,3E,31-15 FARRINGTON STREET,M1-1,,,,,,,,,,false,V1,11,0,,MOTIF REALTY LLC,6250,0,,,,,,,,,7,1,,0,0,25,125,0,0,,0,false,5,5,242100,242100,0,0,0,0,,,0,0,1,2.4,4,4044080021,,869,1030470,219379,40.7687002,-73.8331377,10a,,405 008,42204,,4044080020,07/05/2023,1,25v2.1,7,43,1,,,,,,,,,,,,,4086900,40869002012
QN,4950,1,407,869,2010,25,20,11354,L144,109,1200,4,3E,135-01 35 AVENUE,R7A,,,,,,,,,,false,V1,11,0,,"35 AVE XU HOLDINGS, LLC",15750,0,,,,,,,,,7,0,,0,0,120,125,0,0,,0,true,3,5,598950,598950,0,0,2000,0,,,0,4,0,4,4,4049500001,,869,1030915,217956,40.7647921,-73.8315411,10a,,405 003,42501,E-424,,,1,25v2.1,7,43,,,,,,,,,,,,,,4086900,40869002013
SI,4693,8,503,128.05,1011,31,50,10306,E165,122,920,5,1D,DUGDALE STREET,R3X,,,,,,,,,,false,V0,11,0,C,NYC DEPARTMENT OF ENVIRONMENTAL PROTECTION,1738,0,,,,,,,,,7,0,,0,0,18,100,0,0,,0,true,5,5,5340,5340,5340,0,0,0,,,0,0.75,0,1,5,5046930008,,12805,950987,141695,40.5555333,-74.1197021,34a,,504 431,52101,,,,1,25v2.1,3,51,1,1,,,,,,,,,,t,,5012805,50128051008
QN,6954,22,408,1241,1005,25,24,11365,L152,107,2022,4,4E,71 AVENUE,R2,,,,,,,,,,false,V0,11,0,,"IOANNIS LASKARIS, TRUSTEE",2525,0,,,,,,,,,7,0,,0,0,25,102.67,0,0,,0,false,3,5,13620,13620,0,0,0,0,,,0,0.75,0,1,4,4069540022,,1241,1038988,205398,40.7302773,-73.8025002,14c,,424 075,43105,,,,1,25v2.1,8,43,,,,,,,,,,,,,,4124100,41241001005
QN,4960,49,407,869,1001,25,20,11354,L144,109,1200,4,3E,136-17 CARLTON PLACE,R6,,,,,,,,,,false,V0,11,0,,AA CARLTON LLC,1250,0,,,,,,,,,7,1,,0,0,25,50,0,0,,0,false,5,5,15840,15840,0,0,0,0,,,0,2.43,0,4.8,4,4049600049,,869,1031408,217837,40.7644629,-73.8297622,10a,,405 003,42501,,,,1,25v2.1,7,43,,,,,,,,,,,,,,4086900,40869001001
QN,5150,5,407,845,3003,25,20,11355,L129,109,1200,4,1D,47-61 COLDEN STREET,R3-2,,,,,,,,,,false,V0,11,0,,4761 COLDEN LLC,3384,0,,,,,,,,,7,0,,0,0,32.67,103.58,0,0,,0,false,5,5,25680,25680,0,0,2022,0,,,0,0.75,0,1,4,4051500005,,845,1034153,211971,40.7483471,-73.8198965,10d,,411 045,42505,,,,1,25v2.1,7,43,,,,,,,,,,,,,,4084500,40845003003
QN,4973,6,407,871,2010,25,20,11354,L130,109,1200,4,1E,133-04 39 AVENUE,C4-2,,,,,,,,,,false,V1,11,0,,MAGNOLIA GARDENS HOUSING DEVELOPMENT FUN D CORP,8388,0,,,,,,,,,7,0,,0,0,89,136,0,0,,0,true,3,5,1077750,1077750,0,0,0,0,,,0,2.43,3.4,4.8,4,4049730006,,871,1030205,215784,40.7588342,-73.834119,10b,,411 006,42501,E-74,,,1,25v2.1,7,43,,,,,,,,,,,,,,4087100,40871002010
QN,4972,59,407,871,2007,25,20,11354,L130,109,1200,4,1E,133-45 39 AVENUE,C4-2,,,,,,,,,,false,V1,11,0,,GBZ 39 REALTY LLC,7138,0,,,,,,,,,7,0,,0,0,50,142.33,0,0,,0,true,5,5,313200,313200,0,0,0,0,,,0,2.43,3.4,4.8,4,4049720059,,871,1030514,216122,40.7597604,-73.8330013,10b,true,411 002,42501,,,,1,25v2.1,7,43,,,,,,,,,,,,,,4087100,40871002006
QN,4962,26,407,871,2009,25,20,11354,L130,109,1200,4,1E,JANET PLACE,C4-2,,,,,,,,,,false,V1,11,0,,COLLEGE POINT BLVD REALTY CORP,5220,0,,,,,,,,,7,0,,0,0,60,87,0,0,,0,false,5,5,709650,709650,0,0,0,0,,,0,2.43,3.4,4.8,4,4049620026,,871,1029937,215741,40.7587176,-73.8350867,10b,,411 009,42501,,,,1,25v2.1,7,43,,,,,,,,,,,,,,4087100,40871002016
QN,4963,9,407,871,2008,25,20,11354,L130,109,1200,4,1E,39-02 JANET PLACE,C4-2,,,,,,FW,,,,false,V1,11,0,,"HENGXING, LLC",39393,0,,,,,,,,,7,0,,0,0,129,342.18,0,0,,0,true,3,5,5066550,5066550,0,0,0,0,,,0,2.43,3.4,4.8,4,4049630009,,871,1029718,215677,40.7585431,-73.8358776,10b,,411 009,42501,E-557,4049630007,07/21/2017,1,25v2.1,7,43,1,1,,,,,,,,,,,,4087100,40871002007
QN,5149,63,407,845,3002,25,20,11355,L129,109,1200,4,1D,KALMIA AVENUE,R3-2,,,,,,,,,,false,V0,11,0,,IVANCIC JULIA,2500,0,,,,,,,,,7,0,,0,0,25,100,0,0,,0,false,5,5,18960,18960,0,0,0,0,,,0,0.75,0,1,4,4051490063,,845,1034044,212127,40.7487759,-73.8202887,10d,,411 042,42505,,,,1,25v2.1,7,43,,,,,,,,,,,,,,4084500,40845003002
QN,5102,59,407,849,3001,25,20,11355,L129,109,1200,4,1E,132-15 POPLE AVENUE,R6,,,,,,,,,,false,V0,11,0,,EAST WEST MANSION LLC,2802,0,,,,,,,,,7,0,,0,0,28,100.08,0,0,,0,false,5,5,23340,23340,0,0,2023,0,,,0,2.43,0,4.8,4,4051020059,,849,1030729,213789,40.7533557,-73.8322414,10b,,411 013,42504,,,,1,25v2.1,7,43,,,,,,,,,,,,,,4084901,40849011001
QN,5036,38,407,871,1000,25,20,11354,L129,109,1200,4,1E,40-10 MAIN STREET,C4-3,C4-2,,,,,,,,,true,V1,11,0,,JJDRJ DEVELOPMENT INC,4950,0,,,,,,,,,7,1,,0,0,25,147,0,0,,0,true,4,5,1481400,1481400,0,0,1989,0,,,0,2.43,3.4,4.8,4,4050360038,,871,1031217,215910,40.7591748,-73.8304652,10b,,411 006,42503,,,,1,25v2.1,7,43,,,,,,,,,,,,,,4087100,40871002012
QN,5037,91,407,871,1002,25,20,11355,L129,109,1200,4,1E,132-49 41 AVENUE,R6,,,,,,,,,,false,V0,11,0,,BDW REALTY LLC,2500,0,,,,,,,,,7,0,,0,0,25,100,0,0,,0,false,5,5,33000,33000,0,0,0,0,,,0,2.43,0,4.8,4,4050370091,,871,1030755,215212,40.7572614,-73.8321377,10b,,411 005,42503,,4050370091,07/16/2021,1,25v2.1,7,43,,,,,,,,,,,,,,4087100,40871002015
QN,5150,38,407,845,3003,25,20,11355,L129,109,1200,4,2D,LABURNUM AVENUE,R3-2,,,,,,,,,,false,V0,11,0,,"CHEUNG WONG, SUET KIU",2500,0,,,,,,,,,7,0,,0,0,25,100,0,0,,0,false,5,5,18960,18960,0,0,0,0,,,0,0.75,0,1,4,4051500038,,845,1034582,212259,40.7491352,-73.818346,10d,,411 045,42505,,,,1,25v2.1,7,43,,,,,,,,,,,,,,4084500,40845003003
QN,5150,49,407,845,3003,25,20,11355,L129,109,1200,4,2D,137-23 LABURNUM AVENUE,R3-2,,,,,,,,,,false,V0,11,0,,P.O.Y. REALTY CORP.,2500,0,,,,,,,,,7,0,,0,0,25,100,0,0,,0,false,5,5,18960,18960,0,0,0,0,,,0,0.75,0,1,4,4051500049,,845,1034374,212081,40.7486478,-73.8190981,10d,,411 045,42505,,,,1,25v2.1,7,43,,,,,,,,,,,,,,4084500,40845003003
SI,4793,114,503,128.05,1023,31,50,10306,E165,122,920,5,1D,DELWIT AVENUE,R3X,,,,,,CR-3,,,,false,V0,11,0,,JULIA KARTEN,17600,0,,,,,,,,,7,0,,0,0,200,88,0,0,,0,false,5,5,2652,2652,0,0,0,0,,,0,0.75,0,1,5,5047930114,,12805,951937,140674,40.5527344,-74.1162785,34a,,504 431,52101,,,,1,25v2.1,3,51,1,1,,,,,,,,,,,,5012805,50128054003
QN,5060,61,407,871,1003,25,20,11354,L129,109,1200,4,1E,131-22 40 ROAD,C4-2,,,,,,,,,,false,V1,11,0,,B.F. CHU ASSOCIATES LLC,780,0,,,,,,,,,7,0,,0,0,13,60,0,0,,0,false,5,5,103950,103950,0,0,0,0,,,0,2.43,3.4,4.8,4,4050600061,,871,1029769,214734,40.7559545,-73.8356999,10b,,411 011,42503,,,,1,25v2.1,7,43,1,1,,,,,,,,,,,,4087100,40871001001
QN,5060,47,407,871,1003,25,20,11354,L129,109,1200,4,1E,131-50 40 ROAD,C4-2,,,,,,,,,,false,V1,11,0,,MAXITO REALTY CORP,3500,0,,,,,,,,,7,0,,0,0,50,70,0,0,,0,false,5,5,399600,399600,0,0,0,0,,,0,2.43,3.4,4.8,4,4050600047,,871,1030012,214918,40.7564583,-73.8348216,10b,,411 011,42503,E-496,,,1,25v2.1,7,43,1,1,,,,,,,,,,,,4087100,40871001001
SI,4793,88,503,128.05,1023,31,50,10306,E165,122,920,5,1D,DELWIT AVENUE,R3X,,,,,,CR-3,,,,false,V0,11,0,,EDWIN KARTEN,7040,0,,,,,,,,,7,0,,0,0,80,88,0,0,,0,false,5,5,20220,20220,0,0,0,0,,,0,0.75,0,1,5,5047930088,,12805,952303,140223,40.5514978,-74.1149593,34a,,504 432,52101,,,,1,25v2.1,3,51,1,1,,,,,,,,,,,,5012805,50128054003
QN,4092,21,407,925,1000,25,19,11356,E297,109,210,4,5E,126 STREET,M1-2,,,,,,,,,,false,V1,11,0,,15-17 126TH STREET LLC,2494,0,,,,,,,,,7,0,,0,0,25,99.75,0,0,,0,false,5,5,104850,104850,0,0,0,0,,,0,0,2,4.8,4,4040920021,,925,1028037,225130,40.7844975,-73.8418838,7b,,405 031,42104,,,,1,25v2.1,7,43,,,,,,,,,,,,,,4092500,40925001007
QN,4092,22,407,925,1000,25,19,11356,E297,109,210,4,5E,126 STREET,M1-2,,,,,,,,,,false,V1,11,0,,15-17 126TH STREET LLC,2494,0,,,,,,,,,7,0,,0,0,25,99.75,0,0,,0,false,5,5,104850,104850,0,0,0,0,,,0,0,2,4.8,4,4040920022,,925,1028038,225155,40.7845661,-73.84188,7b,,405 031,42104,,,,1,25v2.1,7,43,,,,,,,,,,,,,,4092500,40925001007
QN,4088,123,407,925,1006,25,19,11356,E297,109,210,4,5E,124-08 15 AVENUE,R4A,,,,,,,,,,false,V0,11,0,,POSITANO REALTY LLC,2339,0,,,,,,,,,7,0,,0,0,26,88,0,0,,0,true,5,5,18300,18300,0,0,0,0,,,0,1,0,2,4,4040880123,,925,1027574,225098,40.784412,-73.8435559,7b,,405 031,42104,,,,1,25v2.1,7,43,,,,,,,,,,,,,,4092500,40925001005
QN,4090,17,407,925,1007,25,19,11356,E297,109,210,4,5E,15-17 125 STREET,R4A,,,,,,,,,,false,V0,11,0,,PUBLICSOFT CORPORATION,2500,0,,,,,,,,,7,1,,0,0,25,100,0,0,,0,false,5,5,17280,17280,0,0,0,0,,,0,1,0,2,4,4040900017,,925,1027782,225007,40.7841612,-73.8428054,7b,,405 031,42104,,,,1,25v2.1,7,43,,,,,,,,,,,,,,4092500,40925001006
SI,3844,1,502,112.01,2016,31,50,10305,L081,122,910,5,2E,CHEROKEE STREET,R3-1,,,,,,CR-3,,,,false,V0,11,0,,"LAROCCA, ANTHONY",5880,0,,,,,,,,,7,0,,0,0,98,60,0,0,,0,false,5,5,17640,17640,0,0,0,0,,,0,0.75,0,1,5,5038440001,,11201,960594,149239,40.576271,-74.0851562,27d,,503 338,51702,,,,1,25v2.1,2,51,1,1,,,,,,,,,,,,5011201,50112011002
QN,4128,5,407,925,2004,25,19,11356,E297,109,210,4,5D,18-35 122 STREET,R5B,,,,C1-3,,,,,,false,V1,11,0,,DJR CAPITAL LLC,2800,0,,,,,,,,,7,0,,0,0,28,100,0,0,,0,false,5,5,247500,247500,0,0,0,0,,,0,1.5,0,2,4,4041280005,,925,1027000,224246,40.7820763,-73.8456341,10a,,405 023,42104,E-148,4041280005,02/23/2017,1,25v2.1,7,43,,,,,,,,,,,,,,4092500,40925002004
SI,3826,22,502,112.01,2016,31,50,10305,L081,122,910,5,2E,IONA STREET,R3-1,,,,,,CR-3,,,,false,V0,11,0,,UNAVAILABLE OWNER,420,0,,,,,,,,,7,0,,0,0,14,30,0,0,,0,false,6,5,258,258,0,0,0,0,,,0,0.75,0,1,5,5038260022,,11201,960771,149404,40.5767243,-74.0845196,27d,,503 338,51702,,5038260021,09/05/2002,1,25v2.1,2,51,1,1,,,,,,,,,,,,5011201,50112011002
QN,5102,57,407,849,3001,25,20,11355,L129,109,1200,4,1E,132-17 POPLE AVENUE,R6,,,,,,,,,,false,V0,11,0,,EAST WEST MANSION LLC,2402,0,,,,,,,,,7,0,,0,0,24,100.08,0,0,,0,false,5,5,21000,21000,0,0,2023,0,,,0,2.43,0,4.8,4,4051020057,,849,1030752,213800,40.7533858,-73.8321583,10b,,411 013,42504,,,,1,25v2.1,7,43,,,,,,,,,,,,,,4084901,40849011001
