borough,Tax block,Tax lot,community board,council district,postcode,policeprct,address,state,bldgclass,landuse,ownertype,ownername,lotarea,unitstotal,lotfront,lotdepth,lottype,assessland,yearbuilt,histdist,landmark,borocode,x,y,latitude,longitude,zonemap,notes,city
QN,11761,8,410.0,28.0,11420.0,106.0,130-55 123RD STREET,NY,V0,11,,DAM PROPERTIES HOLDING CORP.,3090,0,51.5,60.0,5,16686,0,,,4,1035455.0,184083.0,40.6717939,-73.8154096,18c,,New York
QN,5065,7,407.0,20.0,11355.0,109.0,42-15 HAIGHT STREET,NY,V1,11,,4218 DEVELOPMENT LLC,2500,0,25.0,100.0,5,99000,0,,,4,1030333.0,214058.0,40.7540962,-73.8336688,10b,,New York
QN,4810,42,407.0,19.0,11354.0,109.0,150 STREET,NY,V0,11,,"SHI, SAU WAN",1000,0,10.0,100.0,8,1638,0,,,4,1035412.0,221932.0,40.7756803,-73.8152769,10c,,New York
QN,4949,84,407.0,20.0,11354.0,109.0,33-15 PRINCE STREET,NY,V1,11,,MCN & S LLC,3372,0,36.38,93.76,5,226800,0,,,4,1030473.0,218438.0,40.7661174,-73.8331334,10a,,New York
QN,4946,48,407.0,20.0,11354.0,109.0,133-15 35 AVENUE,NY,V1,11,,"D & S 35 AVE, LLC",3422,0,29.0,118.0,5,145350,0,,,4,1030289.0,217757.0,40.7642492,-73.8338023,10a,,New York
QN,4966,28,407.0,20.0,11354.0,109.0,134-05 NORTHERN BOULEVARD,NY,V1,11,,"133 NORTHERN PROPERTY, LLC",3940,0,31.0,107.0,5,141300,0,,,4,1030053.0,217075.0,40.7623785,-73.8346589,10a,,New York
QN,4949,20,407.0,20.0,11354.0,109.0,33-32 FARRINGTON STREET,NY,V1,11,,BAYSIDE 2021 REALTY LLC,3000,0,25.0,120.0,5,136800,0,,,4,1030602.0,218314.0,40.7657764,-73.8326685,10a,,New York
QN,4966,11,407.0,20.0,11354.0,109.0,35-21 COLLEGE POINT BLVD,NY,V1,11,,133 NORTHERN PROPERTY LLC,16158,0,93.1,124.82,3,609750,0,,,4,1029953.0,217078.0,40.7623872,-73.8350198,10a,,New York
QN,4408,21,407.0,20.0,11354.0,109.0,31-15 FARRINGTON STREET,NY,V1,11,,MOTIF REALTY LLC,6250,0,25.0,125.0,5,242100,0,,,4,1030470.0,219379.0,40.7687002,-73.8331377,10a,,New York
QN,4950,1,407.0,20.0,11354.0,109.0,135-01 35 AVENUE,NY,V1,11,,"35 AVE XU HOLDINGS, LLC",15750,0,120.0,125.0,3,598950,0,,,4,1030915.0,217956.0,40.7647921,-73.8315411,10a,,New York
QN,6954,22,408.0,24.0,11365.0,107.0,71 AVENUE,NY,V0,11,,"IOANNIS LASKARIS, TRUSTEE",2525,0,25.0,102.67,3,13620,0,,,4,1038988.0,205398.0,40.7302773,-73.8025002,14c,,New York
QN,4960,49,407.0,20.0,11354.0,109.0,136-17 CARLTON PLACE,NY,V0,11,,AA CARLTON LLC,1250,0,25.0,50.0,5,15840,0,,,4,1031408.0,217837.0,40.7644629,-73.8297622,10a,,New York
QN,5150,5,407.0,20.0,11355.0,109.0,47-61 COLDEN STREET,NY,V0,11,,4761 COLDEN LLC,3384,0,32.67,103.58,5,25680,0,,,4,1034153.0,211971.0,40.7483471,-73.8198965,10d,,New York
QN,4973,6,407.0,20.0,11354.0,109.0,133-04 39 AVENUE,NY,V1,11,,MAGNOLIA GARDENS HOUSING DEVELOPMENT FUN D CORP,8388,0,89.0,136.0,3,1077750,0,,,4,1030205.0,215784.0,40.7588342,-73.834119,10b,,New York
QN,4972,59,407.0,20.0,11354.0,109.0,133-45 39 AVENUE,NY,V1,11,,GBZ 39 REALTY LLC,7138,0,50.0,142.33,5,313200,0,,,4,1030514.0,216122.0,40.7597604,-73.8330013,10b,,New York
QN,4963,9,407.0,20.0,11354.0,109.0,39-02 JANET PLACE,NY,V1,11,,"HENGXING, LLC",39393,0,129.0,342.18,3,5066550,0,,,4,1029718.0,215677.0,40.7585431,-73.8358776,10b,,New York
QN,5102,59,407.0,20.0,11355.0,109.0,132-15 POPLE AVENUE,NY,V0,11,,EAST WEST MANSION LLC,2802,0,28.0,100.08,5,23340,0,,,4,1030729.0,213789.0,40.7533557,-73.8322414,10b,,New York
QN,5036,38,407.0,20.0,11354.0,109.0,40-10 MAIN STREET,NY,V1,11,,JJDRJ DEVELOPMENT INC,4950,0,25.0,147.0,4,1481400,0,,,4,1031217.0,215910.0,40.7591748,-73.8304652,10b,,New York
QN,5037,91,407.0,20.0,11355.0,109.0,132-49 41 AVENUE,NY,V0,11,,BDW REALTY LLC,2500,0,25.0,100.0,5,33000,0,,,4,1030755.0,215212.0,40.7572614,-73.8321377,10b,,New York
QN,5150,49,407.0,20.0,11355.0,109.0,137-23 LABURNUM AVENUE,NY,V0,11,,P.O.Y. REALTY CORP.,2500,0,25.0,100.0,5,18960,0,,,4,1034374.0,212081.0,40.7486478,-73.8190981,10d,,New York
QN,5060,61,407.0,20.0,11354.0,109.0,131-22 40 ROAD,NY,V1,11,,B.F. CHU ASSOCIATES LLC,780,0,13.0,60.0,5,103950,0,,,4,1029769.0,214734.0,40.7559545,-73.8356999,10b,,New York
QN,5060,47,407.0,20.0,11354.0,109.0,131-50 40 ROAD,NY,V1,11,,MAXITO REALTY CORP,3500,0,50.0,70.0,5,399600,0,,,4,1030012.0,214918.0,40.7564583,-73.8348216,10b,,New York
QN,4092,21,407.0,19.0,11356.0,109.0,126 STREET,NY,V1,11,,15-17 126TH STREET LLC,2494,0,25.0,99.75,5,104850,0,,,4,1028037.0,225130.0,40.7844975,-73.8418838,7b,,New York
QN,4088,123,407.0,19.0,11356.0,109.0,124-08 15 AVENUE,NY,V0,11,,POSITANO REALTY LLC,2339,0,26.0,88.0,5,18300,0,,,4,1027574.0,225098.0,40.784412,-73.8435559,7b,,New York
QN,4090,17,407.0,19.0,11356.0,109.0,15-17 125 STREET,NY,V0,11,,PUBLICSOFT CORPORATION,2500,0,25.0,100.0,5,17280,0,,,4,1027782.0,225007.0,40.7841612,-73.8428054,7b,,New York
QN,4128,5,407.0,19.0,11356.0,109.0,18-35 122 STREET,NY,V1,11,,DJR CAPITAL LLC,2800,0,28.0,100.0,5,247500,0,,,4,1027000.0,224246.0,40.7820763,-73.8456341,10a,,New York
QN,5102,57,407.0,20.0,11355.0,109.0,132-17 POPLE AVENUE,NY,V0,11,,EAST WEST MANSION LLC,2402,0,24.0,100.08,5,21000,0,,,4,1030752.0,213800.0,40.7533858,-73.8321583,10b,,New York
QN,5041,8,407.0,20.0,11355.0,109.0,133-20 41 AVENUE,NY,V1,11,X,FAITH BIBLE INC,5000,0,50.0,100.0,5,448650,0,,,4,1031041.0,215205.0,40.7572407,-73.8311054,10b,,New York
QN,4128,6,407.0,19.0,11356.0,109.0,18-39 122 STREET,NY,V1,11,,DJR CAPITAL LLC,2200,0,22.0,100.0,0,175500,0,,,4,1027001.0,224271.0,40.7821449,-73.8456303,10a,,New York
QN,4002,46,407.0,19.0,11356.0,109.0,13 AVENUE,NY,V0,11,,"DEGATI, MARY",2376,0,24.0,99.0,5,18000,0,,,4,1027961.0,226020.0,40.7869407,-73.8421524,7b,,New York
QN,4427,29,407.0,19.0,11357.0,109.0,13-22 140 STREET,NY,V0,11,,TEODORO R MUNOZ,5400,0,60.0,90.0,5,24420,0,,,4,1031458.0,226030.0,40.7869502,-73.8295242,7b,,New York
QN,3959,5,407.0,19.0,11356.0,109.0,6-17 129 STREET,NY,V0,11,,AMAL HANNA,2500,0,25.0,100.0,5,9360,0,,,4,1028922.0,227500.0,40.7909981,-73.8386723,7b,,New York
QN,4443,26,407.0,19.0,11357.0,109.0,10 AVENUE,NY,V0,11,,MANETTA ANTONIO,1735,0,31.0,115.0,3,9240,0,,,4,1033034.0,227043.0,40.789722,-73.8238256,7b,,New York
QN,4437,167,407.0,19.0,11357.0,109.0,11 AVENUE,NY,V0,11,,KEHAGIAS MICHAEL,1035,0,10.08,103.5,8,1638,0,,,4,1032545.0,226711.0,40.7888135,-73.8255939,7b,,New York
QN,4012,35,407.0,19.0,11356.0,109.0,132-43 14 AVENUE,NY,V1,11,,"CIAMPA WHITEPOINT, LLC",4003,0,40.0,100.08,3,134100,0,,,4,1030026.0,225832.0,40.7864143,-73.8346967,7b,,New York
QN,4116,45,407.0,19.0,11356.0,109.0,15-43 131 STREET,NY,V1,11,,"JMDH REAL ESTATE OF COLLEGE POINT, LLC",366,0,43.08,17.0,5,900,0,,,4,1029167.0,224728.0,40.7833885,-73.837806,7b,,New York
QN,5186,84,407.0,20.0,11355.0,109.0,140-17 CHERRY AVENUE,NY,V0,11,,FAMIGLIA CORP,3990,0,42.0,95.0,5,61260,0,,,4,1033449.0,214176.0,40.7544032,-73.8224211,10d,,New York
QN,16282,59,414.0,32.0,11694.0,100.0,1-36 BEACH 138 STREET,NY,V0,11,,SAG ROCK LLC,4433,0,49.49,95.18,2,7320,0,,,4,1024854.0,147420.0,40.5712168,-73.8538459,30b,,New York
QN,4441,31,407.0,19.0,11357.0,109.0,4 8 AVENUE MALBA,NY,V0,11,,"PHILLIPS, PETER",1732,0,15.01,115.61,5,8400,0,,,4,1032753.0,227599.0,40.7912496,-73.8248364,7b,,New York
QN,11482,43,410.0,28.0,11417.0,106.0,107-30 ROCKAWAY BOULEVARD,NY,V1,11,,107-30 ROCKAWAY BLVD. LLC,5007,0,50.07,100.0,5,121500,0,,,4,1031076.0,186299.0,40.6779006,-73.8311801,18a,,New York
QN,11705,147,410.0,28.0,11420.0,106.0,114-42I 114 STREET,NY,V2,11,,"CHOKU, DONINDRA",2188,0,52.67,35.5,6,6660,0,,,4,1032673.0,185765.0,40.6764263,-73.8254264,18a,,New York
QN,16281,58,414.0,32.0,11694.0,100.0,1-30 BEACH 137 STREET,NY,V0,11,,130 BEACH 137 LLC,5425,0,100.0,54.25,5,10260,0,,,4,1025076.0,147539.0,40.5715424,-73.8530461,30b,,New York
QN,16283,46,414.0,32.0,11694.0,100.0,130 BEACH 139 STREET,NY,V0,11,,"SAID, MARIA",4162,0,44.6,100.0,2,6840,0,,,4,1024636.0,147303.0,40.5708966,-73.8546313,30b,,New York
QN,4095,1,407.0,19.0,11356.0,109.0,15-46 18 AVENUE,NY,V1,11,,"129TH STREET, LLC",1860,0,31.0,60.0,3,59400,0,,,4,1028641.0,224712.0,40.7833472,-73.8397055,7b,,New York
QN,16242,41,414.0,32.0,11694.0,100.0,130-04 CRONSTON AVENUE,NY,V0,11,,SUSAN FLINKER,4400,0,55.0,80.0,3,8940,0,,,4,1025563.0,150457.0,40.5795495,-73.8512753,30b,,New York
QN,16242,54,414.0,32.0,11694.0,100.0,518 BEACH 131 STREET,NY,V0,11,,"MANCINI, VITO",6000,0,60.0,100.0,5,9600,0,,,4,1025398.0,150527.0,40.5797424,-73.8518688,30b,,New York
QN,16315,42,414.0,32.0,11694.0,100.0,135 BEACH 141 STREET,NY,V0,11,,135 B. 141 ACQUISITION LLC,4092,0,37.86,100.01,2,6960,0,,,4,1024055.0,147006.0,40.570084,-73.8567243,30b,,New York
QN,4135,39,407.0,19.0,11356.0,109.0,18-30 130 STREET,NY,V1,11,,BENJAMIN BIORDI,2500,0,25.0,100.0,5,56250,0,,,4,1028855.0,224346.0,40.7823416,-73.8389352,7b,,New York
QN,2232,23,406.0,29.0,11375.0,112.0,70 AVENUE,NY,V0,11,,"MALAKOV, ELVIRA",2500,0,25.0,100.0,5,13680,0,,,4,1028330.0,203010.0,40.7237824,-73.8409708,14a,,New York
QN,11501,53,410.0,28.0,11417.0,106.0,98-31 LINDEN BOULEVARD,NY,V0,11,,98-31 LINDEN BOULEVARD FAMILY LIMITED PA RTNERSHIP,7000,0,100.0,70.0,3,44160,0,,,4,1029552.0,185246.0,40.6750183,-73.8366816,18a,,New York
QN,4988,48,407.0,20.0,11354.0,109.0,148 STREET,NY,V0,11,,"HUANG, XUEJIE",1146,0,60.0,20.0,5,8760,0,,,4,1034792.0,219184.0,40.7681413,-73.8175361,10c,,New York
QN,5032,18,407.0,20.0,11354.0,109.0,150-02 NORTHERN BOULEVARD,NY,V1,11,,15002 PROPERTY LLC,12236,0,179.0,113.0,5,572850,0,,,4,1035568.0,218003.0,40.7648953,-73.8147436,10c,,New York
QN,4645,33,407.0,19.0,11357.0,109.0,148-07 15TH AVENUE,NY,V0,11,,"ZHOU, BI QI",3750,0,37.5,100.0,5,18180,0,,,4,1034924.0,226128.0,40.7872,-73.8170072,7d,,New York
QN,4645,31,407.0,19.0,11357.0,109.0,148-11 15TH AVENUE,NY,V0,11,,"ZHOU, BI QI",3750,0,37.5,100.0,5,17820,0,,,4,1034959.0,226140.0,40.7872327,-73.8168807,7d,,New York
QN,4798,107,407.0,19.0,11354.0,109.0,32 AVENUE,NY,V0,11,,"BARRETT, ROBERT G",252,0,5.81,50.02,8,756,0,,,4,1033801.0,219831.0,40.7699228,-73.8211089,10c,,New York
QN,5032,32,407.0,20.0,11354.0,109.0,39-18 150 PLACE,NY,V0,11,,MM RENT LLC,2500,0,25.0,100.0,5,28320,0,,,4,1035736.0,217881.0,40.7645595,-73.8141381,10c,,New York
QN,5032,33,407.0,20.0,11354.0,109.0,39-20 150 PLACE,NY,V0,11,,MM RENT LLC,2500,0,25.0,100.0,5,28740,0,,,4,1035745.0,217857.0,40.7644936,-73.8141058,10c,,New York
QN,5002,74,407.0,20.0,11354.0,109.0,141-57 NORTHERN BOULEVARD,NY,V1,11,,NY EZ PROPERTY HOLDINGS LLC,22663,0,150.42,200.0,3,1928250,0,,,4,1033010.0,218020.0,40.7649565,-73.8239778,10a,,New York
QN,16166,24,414.0,32.0,11694.0,100.0,113-28 ROCKAWAY BEACH BLVD,NY,V1,11,,"JACOB, PAULA",3110,0,25.55,121.75,5,104850,0,,,4,1029941.0,150827.0,40.5805435,-73.8355122,30b,,New York
QN,16166,61,414.0,32.0,11694.0,100.0,110-18 ROCKAWAY BEACH BLVD,NY,V1,11,,"GAMBINO, MICHAEL",4880,0,40.08,121.75,5,138150,0,,,4,1030669.0,151096.0,40.5812781,-73.8328896,30b,,New York
QN,16185,35,414.0,32.0,11694.0,100.0,149 BEACH 112 STREET,NY,V0,11,,EDZ PROPERTIES,4000,0,40.0,100.0,5,10980,0,,,4,1030586.0,150391.0,40.5793435,-73.8331932,30b,,New York
QN,16166,80,414.0,32.0,11694.0,100.0,109-18 ROCKAWAY BEACH BLVD,NY,V1,11,,ROCKAWAY COURTYARD INC.,2432,0,20.08,121.42,5,69300,0,,,4,1031044.0,151235.0,40.5816577,-73.8315386,30b,,New York
QN,16164,20,414.0,32.0,11694.0,100.0,230 BEACH 109 STREET,NY,V0,11,C,CITY OF NEW YORK,3159,0,33.0,100.0,5,6840,0,,,4,1031260.0,151405.0,40.5821231,-73.8307598,30b,,New York
QN,16188,28,414.0,32.0,11694.0,100.0,157 BEACH 115 STREET,NY,V0,11,,CRYSTAL AT ROCKAWAY PARK LLC,32000,0,32.0,100.0,5,404880,0,,,4,1029805.0,150176.0,40.5787574,-73.8360062,30b,,New York
QN,4624,1,407.0,19.0,11357.0,109.0,146-30 14 AVENUE,NY,V0,11,,JANE PRISCILLA WAHEED,2575,0,25.0,103.25,3,13740,0,,,4,1034259.0,226156.0,40.7872806,-73.8194084,7d,,New York
QN,16185,4,414.0,32.0,11694.0,100.0,112-11 ROCKAWAY BEACH BLVD,NY,V0,11,,"TORRES, KEITH",2662,0,40.08,67.82,5,9600,0,,,4,1030322.0,150816.0,40.5805114,-73.8341407,30b,,New York
QN,16186,62,414.0,32.0,11694.0,100.0,162 BEACH 114 STREET,NY,V0,11,,BEACH HOUSE 114 LLC,3232,0,30.0,100.0,5,10380,0,,,4,1030205.0,150394.0,40.5793537,-73.8345648,30b,,New York
QN,12402,26,412.0,27.0,11434.0,113.0,115-09 MERRICK BOULEVARD,NY,V1,11,,ED'S COSMETICS LLC,1540,0,20.0,77.0,5,79650,0,,,4,1045987.0,190636.0,40.6897132,-73.7773826,19a,,New York
QN,16188,21,414.0,32.0,11694.0,100.0,169 BEACH 115 STREET,NY,V0,11,,THE IKAROS APARTMENTS CORP,8000,0,80.0,100.0,5,35220,0,,,4,1029802.0,150308.0,40.5791197,-73.8360161,30b,,New York
QN,16187,24,414.0,32.0,11694.0,100.0,167 BEACH 114 STREET,NY,V0,11,,"HALLGREN, NADIA MARIE",4000,0,40.0,100.0,5,10920,0,,,4,1030048.0,150371.0,40.5792914,-73.8351301,30b,,New York
QN,4012,33,407.0,19.0,11356.0,109.0,13-28 133 PLACE,NY,V1,11,,1332 133RD PLACE LLC,4313,0,25.0,172.5,5,169200,0,,,4,1029971.0,225920.0,40.7866561,-73.8348947,7b,,New York
QN,4012,34,407.0,19.0,11356.0,109.0,13-32 133 PLACE,NY,V1,11,,1332 133RD PLACE LLC,4313,0,25.0,172.5,5,154800,0,,,4,1029968.0,225895.0,40.7865875,-73.8349057,7b,,New York
QN,4016,21,407.0,19.0,11356.0,109.0,136 STREET,NY,V0,11,,"CHINGAS, ALEXANDRA",1600,0,32.0,100.0,5,7800,0,,,4,1030475.0,225856.0,40.7864778,-73.8330751,7b,,New York
QN,4136,11,407.0,19.0,11356.0,109.0,130 STREET,NY,V1,11,,18-19 130 STREET LLC,2000,0,20.0,100.0,5,44100,0,,,4,1029009.0,224449.0,40.7826235,-73.8383784,7b,,New York
QN,4106,56,407.0,19.0,11356.0,109.0,138 STREET,NY,V0,11,,"WRUBLEWSKI, LINDA",7300,0,73.0,100.0,5,32820,0,,,4,1031192.0,225626.0,40.7858427,-73.8304876,7b,,New York
QN,4739,1,407.0,19.0,11357.0,109.0,154 STREET,NY,V0,11,,"ANTONELLI, DOMENICO",1723,0,37.0,77.0,1,9240,0,,,4,1037175.0,222898.0,40.7783213,-73.8089039,10c,,New York
QN,4429,5,407.0,19.0,11357.0,109.0,141 STREET,NY,V0,11,,"LOSIRISUP , CHALERMSURK",1967,0,20.0,98.33,5,9420,0,,,4,1031874.0,226029.0,40.7869452,-73.8280219,7b,,New York
QN,4109,1,407.0,19.0,11357.0,109.0,217 STREET,NY,V0,11,,JUSTIN J ZHU,1950,0,13.0,150.0,5,9120,0,,,4,1031868.0,225788.0,40.7862838,-73.8280453,7b,,New York
QN,4705,42,407.0,19.0,11357.0,109.0,18 AVENUE,NY,V0,11,,"TSIGOS, ALEXANDER",2500,0,25.0,100.0,5,12240,0,,,4,1037095.0,224276.0,40.782104,-73.8091819,7d,,New York
QN,4441,60,407.0,19.0,11357.0,109.0,11 CENTER DRIVE MALBA,NY,V0,11,,"ZHONGMENG (U.S.A) CO., LTD.",15840,0,120.0,132.0,5,78420,0,,,4,1032546.0,227486.0,40.7909406,-73.8255848,7b,,New York
QN,3954,12,407.0,19.0,11356.0,109.0,128 STREET,NY,V0,11,,"ESPINOZA, MARISELA E",2500,0,25.0,100.0,5,12600,0,,,4,1028516.0,227792.0,40.7918016,-73.8401366,7b,,New York
QN,6011,14,411.0,19.0,11360.0,111.0,211 STREET,NY,V0,11,,"MARANDO, TRUSTEE, CATHERINE",5500,0,55.0,100.0,5,24720,0,,,4,1045796.0,221911.0,40.7755564,-73.7777852,11a,,New York
QN,4692,48,407.0,19.0,11357.0,109.0,22 AVENUE,NY,V0,11,,J HUGHES,3750,0,25.0,150.0,5,17400,0,,,4,1035845.0,222971.0,40.7785295,-73.8137055,10c,,New York
QN,4844,41,407.0,19.0,11357.0,109.0,157 STREET,NY,V0,11,,"COSTANTINO, CATHERINE",1700,0,17.0,100.0,5,12600,0,,,4,1037776.0,222397.0,40.7769426,-73.8067378,10c,,New York
QN,4858,17,407.0,19.0,11357.0,109.0,160 STREET,NY,V0,11,,UNAVAILABLE OWNER,256,0,16.0,32.0,5,306,0,,,4,1038701.0,223373.0,40.7796158,-73.8033901,10c,,New York
QN,6055,47,411.0,19.0,11360.0,111.0,214 PLACE,NY,V0,11,,75TH STREET CORPORATION,2825,0,25.0,113.0,5,13800,0,,,4,1047006.0,221748.0,40.7751005,-73.773418,11a,,New York
QN,4641,77,407.0,19.0,11357.0,109.0,145-17 WILLETS POINT BLVD,NY,V0,11,,CONGREGATION SHAARAI TEFILLA OF FLUSHING,18910,0,155.25,136.67,5,72540,0,,,4,1033143.0,222429.0,40.7770572,-73.8234656,10a,,New York
QN,6252,7,411.0,19.0,11361.0,111.0,218 STREET,NY,V0,11,,"DI BARTOLOMEO, JOSEPH A",2000,0,20.0,100.0,5,9360,0,,,4,1049569.0,219059.0,40.7677014,-73.7641904,11a,,New York
QN,6014,48,411.0,19.0,11360.0,111.0,214 STREET,NY,V0,11,,EVANGELINE DI BENEDETTO,2600,0,25.0,104.25,5,12720,0,,,4,1046645.0,222199.0,40.776341,-73.7747172,11a,,New York
QN,6015,9,411.0,19.0,11360.0,111.0,28-43 214 STREET,NY,V0,11,,"CHENG, BIK WAH",4200,0,50.17,100.75,5,19440,0,,,4,1046815.0,222143.0,40.7761861,-73.7741039,11a,,New York
QN,4669,5,407.0,19.0,11357.0,109.0,149 STREET,NY,V0,11,,WILLIAM DWIGHT HUGHES,4000,0,50.0,100.0,5,18480,0,,,4,1035038.0,224145.0,40.7817565,-73.8166105,10c,,New York
QN,6055,104,411.0,19.0,11361.0,111.0,32-41 214 STREET,NY,V0,11,,"32-41 214TH STREET,LLC",8759,0,67.33,146.42,5,39120,0,,,4,1047051.0,220909.0,40.7727974,-73.7732634,11a,,New York
QN,4674,218,407.0,19.0,11357.0,109.0,24 AVENUE,NY,V0,11,,ROSE FUSCO IRREVOCABLE TRUST,1681,0,60.0,32.79,5,8160,0,,,4,1035307.0,222553.0,40.7773854,-73.8156513,10c,,New York
QN,6111,36,411.0,19.0,11361.0,111.0,35 AVENUE,NY,V0,11,,BARBARA SAEPIA,3600,0,40.0,90.5,5,16200,0,,,4,1046324.0,219444.0,40.7687815,-73.7759016,11a,,New York
QN,6112,77,411.0,19.0,11361.0,111.0,213 STREET,NY,V0,11,,"SEVASAMY, KALITHASAN",3605,0,40.0,88.5,5,16680,0,,,4,1046619.0,219901.0,40.7700338,-73.7748324,11a,,New York
QN,6118,36,411.0,19.0,11361.0,111.0,33 ROAD,NY,V0,11,,6118 BAYSIDE LLC,6233,0,58.9,106.22,5,47760,0,,,4,1047279.0,220150.0,40.7707125,-73.7724473,11a,,New York
QN,6118,33,411.0,19.0,11361.0,111.0,34 ROAD,NY,V0,11,,6118 BAYSIDE LLC,6233,0,58.89,106.22,5,43440,0,,,4,1047185.0,220015.0,40.7703426,-73.772788,11a,,New York
QN,6060,19,411.0,19.0,11361.0,111.0,210 STREET,NY,V0,11,,"SIU LAN CHAN, TRUSTEE",7731,0,42.77,180.77,5,35640,0,,,4,1045657.0,220792.0,40.772486,-73.7782973,11a,,New York
QN,6093,44,411.0,19.0,11361.0,111.0,208 STREET,NY,V0,11,,HALKIADAKIS JIMMY,3000,0,30.0,100.0,5,14580,0,,,4,1044925.0,219753.0,40.7696393,-73.7809495,10c,,New York
QN,4655,12,407.0,19.0,11357.0,109.0,21 AVENUE,NY,V0,11,,MEN QUACH,500,0,5.0,100.0,8,315,0,,,4,1034567.0,223650.0,40.7804006,-73.8183149,10c,,New York
QN,4855,1,407.0,19.0,11354.0,109.0,33 AVENUE,NY,V0,11,,GIULIANA VALENZANO,2704,0,26.0,104.0,3,23280,0,,,4,1036986.0,219401.0,40.7687241,-73.8096137,10c,,New York
QN,5241,36,407.0,19.0,11354.0,109.0,156 STREET,NY,V0,11,,TIMOTHY & ELIZABETH O'SULLIVAN,2000,0,20.0,100.0,5,15300,0,,,4,1037343.0,219096.0,40.7678848,-73.8083273,10c,,New York
QN,5239,154,407.0,19.0,11354.0,109.0,155 STREET,NY,V0,11,,ADELCHI CAIRA 2014 REVOCABLE TRUST,2525,0,25.0,101.0,5,19800,0,,,4,1036896.0,218897.0,40.7673413,-73.8099426,10c,,New York
QN,4853,13,407.0,19.0,11354.0,109.0,30-41 154 STREET,NY,V0,11,,"YOUNG, GINA",5050,0,50.0,101.0,5,37440,0,,,4,1036903.0,219991.0,40.770344,-73.8099088,10c,,New York
QN,4810,149,407.0,19.0,11354.0,109.0,25 AVENUE,NY,V0,11,,"CHEN, BIN ZHAO",500,0,5.0,100.0,8,315,0,,,4,1035399.0,221804.0,40.775329,-73.8153248,10c,,New York
QN,6152,5,411.0,19.0,11361.0,111.0,36 AVENUE,NY,V0,11,,BAY 36 MANAGEMENT LLC,900,0,11.0,171.0,8,1452,0,,,4,1044314.0,217953.0,40.764703,-73.7831714,10c,,New York
